organization_name,user_given_name,user_family_name,user_shortcode,user_email,user_phone,user_date_of_birth,user_gender,organization_role_name,school_name,school_role_name,class_name
Lorena Bettoni,LoreTest258,CSV,EIRO555,lorenatest@test.com,,01-2042,Male,School Admin,,,
Lorena Bettoni,LoreTest259,CSV,EIRO556,lorenatest@test.com,,01-2043,Female,Organization Admin,,,
Lorena Bettoni,LoreTest260,CSV,EIRO557,lorenatest@test.com,,01-2044,Male,Student,,,
Lorena Bettoni,LoreTest261,CSV,EIRO558,lorenatest@test.com,,01-2045,Male,Teacher,,,
Lorena Bettoni,LoreTest262,CSV,EIRO559,lorenatest@test.com,,01-2046,Male,Student,,,
Lorena Bettoni,LoreTest263,CSV,EIRO560,lorenatest@test.com,,01-2047,Male,Parent,,,
Lorena Bettoni,LoreTest264,CSV,EIRO561,lorenatest@test.com,,01-2048,Male,Teacher,,,
Lorena Bettoni,LoreTest265,CSV,EIRO562,lorenatest@test.com,,01-2049,Male,Organization Admin,,,
Lorena Bettoni,LoreTest266,CSV,EIRO563,lorenatest@test.com,,01-2050,Female,Teacher,,,
Lorena Bettoni,LoreTest267,CSV,EIRO564,lorenatest@test.com,,01-2051,Female,Parent,,,
Lorena Bettoni,LoreTest268,CSV,EIRO565,lorenatest@test.com,,01-2052,Female,Organization Admin,,,
Lorena Bettoni,LoreTest269,CSV,EIRO566,lorenatest@test.com,,01-2053,Female,Student,,,
Lorena Bettoni,LoreTest270,CSV,EIRO567,lorenatest@test.com,,01-2054,Male,Parent,,,
Lorena Bettoni,LoreTest271,CSV,EIRO568,lorenatest@test.com,,01-2055,Male,Teacher,,,
Lorena Bettoni,LoreTest272,CSV,EIRO569,lorenatest@test.com,,01-2056,Male,School Admin,,,
Lorena Bettoni,LoreTest273,CSV,EIRO570,lorenatest@test.com,,01-2057,Female,Organization Admin,,,
Lorena Bettoni,LoreTest274,CSV,EIRO571,lorenatest@test.com,,01-2058,Male,Student,,,
Lorena Bettoni,LoreTest275,CSV,EIRO572,lorenatest@test.com,,01-2059,Male,Teacher,,,
Lorena Bettoni,LoreTest276,CSV,EIRO573,lorenatest@test.com,,01-2060,Male,Student,,,
Lorena Bettoni,LoreTest277,CSV,EIRO574,lorenatest@test.com,,01-2061,Male,Parent,,,
Lorena Bettoni,LoreTest278,CSV,EIRO575,lorenatest@test.com,,01-2062,Male,Teacher,,,
Lorena Bettoni,LoreTest279,CSV,EIRO576,lorenatest@test.com,,01-2063,Male,Organization Admin,,,
Lorena Bettoni,LoreTest280,CSV,EIRO577,lorenatest@test.com,,01-2064,Female,Teacher,,,
Lorena Bettoni,LoreTest281,CSV,EIRO578,lorenatest@test.com,,01-2065,Female,Parent,,,
Lorena Bettoni,LoreTest282,CSV,EIRO579,lorenatest@test.com,,01-2066,Female,Organization Admin,,,
Lorena Bettoni,LoreTest283,CSV,EIRO580,lorenatest@test.com,,01-2067,Female,Student,,,
Lorena Bettoni,LoreTest284,CSV,EIRO581,lorenatest@test.com,,01-2068,Male,Parent,,,
Lorena Bettoni,LoreTest285,CSV,EIRO582,lorenatest@test.com,,01-2069,Male,Teacher,,,
Lorena Bettoni,LoreTest286,CSV,EIRO583,lorenatest@test.com,,01-2070,Male,School Admin,,,
Lorena Bettoni,LoreTest287,CSV,EIRO584,lorenatest@test.com,,01-2071,Female,Organization Admin,,,
Lorena Bettoni,LoreTest288,CSV,EIRO585,lorenatest@test.com,,01-2072,Male,Student,,,
Lorena Bettoni,LoreTest289,CSV,EIRO586,lorenatest@test.com,,01-2073,Male,Teacher,,,
Lorena Bettoni,LoreTest290,CSV,EIRO587,lorenatest@test.com,,01-2074,Male,Student,,,
Lorena Bettoni,LoreTest291,CSV,EIRO588,lorenatest@test.com,,01-2075,Male,Parent,,,
Lorena Bettoni,LoreTest292,CSV,EIRO589,lorenatest@test.com,,01-2076,Male,Teacher,,,
Lorena Bettoni,LoreTest293,CSV,EIRO590,lorenatest@test.com,,01-2077,Male,Organization Admin,,,
Lorena Bettoni,LoreTest294,CSV,EIRO591,lorenatest@test.com,,01-2078,Female,Teacher,,,
Lorena Bettoni,LoreTest295,CSV,EIRO592,lorenatest@test.com,,01-2079,Female,Parent,,,
Lorena Bettoni,LoreTest296,CSV,EIRO593,lorenatest@test.com,,01-2080,Female,Organization Admin,,,
Lorena Bettoni,LoreTest297,CSV,EIRO594,lorenatest@test.com,,01-2081,Female,Parent,,,
Lorena Bettoni,LoreTest298,CSV,EIRO595,lorenatest@test.com,,01-2078,Female,Teacher,,,
Lorena Bettoni,LoreTest299,CSV,EIRO596,lorenatest@test.com,,01-2079,Female,Parent,,,
Lorena Bettoni,LoreTest300,CSV,EIRO597,lorenatest@test.com,,01-2080,Female,Organization Admin,,,
